0,16.008653678680403
1,13.904215515486591
2,9.41024915564418
3,26.875170158341234
4,15.92818109766688
5,34.07535045981601
6,9.274677903554146
7,13.470294695071559
8,18.849787015702745
9,13.710745089111242
10,16.79654694182375
11,24.295381656643002
12,10.959325984040674
13,17.130027818112097
14,14.686405967418523
15,28.785661351781584
16,14.426809282516501
17,13.625368578957051
18,10.754974218003767
19,9.292293280989398
20,11.923077354047223
21,20.6744085336162
22,14.726395812221412
23,9.128209648256643
24,9.091813104282608
25,32.23754230277828
26,15.841578811787294
27,10.188182915713824
28,22.824455910284485
29,21.668045103486406
0,16.008653678680403
1,13.904215515486591
2,9.41024915564418
3,26.875170158341234
4,15.92818109766688
5,34.07535045981601
6,9.274677903554146
7,13.470294695071559
8,18.849787015702745
9,13.710745089111242
10,16.79654694182375
11,24.295381656643002
12,10.959325984040674
13,17.130027818112097
14,14.686405967418523
15,28.785661351781584
16,14.426809282516501
17,13.625368578957051
18,10.754974218003767
19,9.292293280989398
20,11.923077354047223
21,20.6744085336162
22,14.726395812221412
23,9.128209648256643
24,9.091813104282608
25,32.23754230277828
26,15.841578811787294
27,10.188182915713824
28,22.824455910284485
29,21.668045103486406
